Number,created_on,resolved_at,Assignment group,mttr_minutes,sla_met,sla_status,sla_threshold_minutes
INC47429001,2025-05-06 08:23:26,2025-05-06 08:25:36,AEDT - Enterprise Tech Spot - Hoboken,2.1666666666666665,True,SLA Met,3
INC47428989,2025-05-06 08:22:39,2025-05-06 08:23:01,AEDT - Enterprise Tech Spot - Herndon,0.36666666666666664,True,SLA Met,3
INC47428778,2025-05-06 08:11:48,2025-05-06 08:13:56,AEDT - Enterprise Tech Spot - Homeoffice,2.1333333333333333,True,SLA Met,3
INC47428475,2025-05-06 07:57:44,2025-05-06 08:03:57,AEDT - Enterprise Tech Spot - Hula,6.216666666666667,False,SLA Breach,3
INC47428386,2025-05-06 07:53:30,2025-05-06 07:53:51,AEDT - Enterprise Tech Spot - Jst,0.35,True,SLA Met,3
INC47428371,2025-05-06 07:52:52,2025-05-06 07:54:05,AEDT - Enterprise Tech Spot - Jst,1.2166666666666666,True,SLA Met,3
INC47428297,2025-05-06 07:49:47,2025-05-06 07:51:51,AEDT - Enterprise Tech Spot - Jst,2.066666666666667,True,SLA Met,3
INC47428201,2025-05-06 07:44:18,2025-05-06 07:44:53,AEDT - Enterprise Tech Spot - DGTC,0.5833333333333334,True,SLA Met,3
INC47428195,2025-05-06 07:43:59,2025-05-06 07:52:31,AEDT - Enterprise Tech Spot - Hula,8.533333333333333,False,SLA Breach,3
INC47428079,2025-05-06 07:37:30,2025-05-06 07:43:09,AEDT - Enterprise Tech Spot - Homeoffice,5.65,False,SLA Breach,3
INC47428026,2025-05-06 07:34:40,2025-05-06 07:34:50,AEDT - Enterprise Tech Spot - DGTC,0.16666666666666666,True,SLA Met,3
INC47428004,2025-05-06 07:33:26,2025-05-06 07:38:24,AEDT - Enterprise Tech Spot - Jst,4.966666666666667,False,SLA Breach,3
INC47427838,2025-05-06 07:25:17,2025-05-06 07:26:21,AEDT - Enterprise Tech Spot - Homeoffice,1.0666666666666667,True,SLA Met,3
INC47427722,2025-05-06 07:18:43,2025-05-06 07:21:26,AEDT - Enterprise Tech Spot - Homeoffice,2.716666666666667,True,SLA Met,3
INC47427661,2025-05-06 07:16:04,2025-05-06 07:43:59,AEDT - Enterprise Tech Spot - DGTC,27.916666666666668,False,SLA Breach,3
INC47427597,2025-05-06 07:12:38,2025-05-06 07:15:02,AEDT - Enterprise Tech Spot - Hula,2.4,True,SLA Met,3
INC47427575,2025-05-06 07:11:31,2025-05-06 07:17:36,AEDT - Enterprise Tech Spot - Hula,6.083333333333333,False,SLA Breach,3
INC47427472,2025-05-06 07:05:20,2025-05-08 08:10:33,AEDT - Enterprise Tech Spot - DGTC,2945.2166666666667,False,SLA Breach,3
INC47427423,2025-05-06 07:02:59,2025-05-06 07:05:35,AEDT - Enterprise Tech Spot - Hula,2.6,True,SLA Met,3
INC47427353,2025-05-06 06:59:44,2025-05-06 06:59:55,AEDT - Enterprise Tech Spot - DGTC,0.18333333333333332,True,SLA Met,3
INC47427091,2025-05-06 06:48:45,2025-05-06 06:51:41,AEDT - Enterprise Tech Spot - Sam's Club,2.933333333333333,True,SLA Met,3
INC47427073,2025-05-06 06:48:01,2025-05-06 06:48:17,AEDT - Enterprise Tech Spot - DGTC,0.26666666666666666,True,SLA Met,3
INC47426936,2025-05-06 06:41:06,2025-05-06 06:46:15,AEDT - Enterprise Tech Spot - DGTC,5.15,False,SLA Breach,3
INC47426869,2025-05-06 06:35:46,2025-05-06 06:36:52,AEDT - Enterprise Tech Spot - Homeoffice,1.1,True,SLA Met,3
INC47426854,2025-05-06 06:35:03,2025-05-06 06:46:46,AEDT - Enterprise Tech Spot - DGTC,11.716666666666667,False,SLA Breach,3
INC47425294,2025-05-06 04:33:46,2025-05-06 04:35:27,ADE - Enterprise Tech Spot - IDC PTPP1,1.6833333333333333,True,SLA Met,3
INC47424905,2025-05-06 03:53:10,2025-05-06 04:13:33,ADE - Enterprise Tech Spot 2 - IDC PTP1 ,20.383333333333333,False,SLA Breach,3
INC47424615,2025-05-06 03:15:32,2025-05-06 03:23:43,ADE - Enterprise Tech Spot - IDC PTPP1,8.183333333333334,False,SLA Breach,3
INC47424569,2025-05-06 03:09:53,2025-05-06 04:02:03,ADE - Enterprise Tech Spot - IDC PTPP1,52.166666666666664,False,SLA Breach,3
INC47424343,2025-05-06 02:39:59,2025-05-06 04:42:40,ADE - Enterprise Tech Spot - IDC Pardhanani,122.68333333333334,False,SLA Breach,3
INC47424291,2025-05-06 02:36:23,2025-05-06 03:01:22,ADE - Enterprise Tech Spot - IDC RMZ,24.983333333333334,False,SLA Breach,3
INC47424179,2025-05-06 02:19:20,2025-05-06 03:10:41,ADE - Enterprise Tech Spot - IDC PTPP1,51.35,False,SLA Breach,3
INC47423926,2025-05-06 01:52:53,2025-05-06 01:54:53,ADE - Enterprise Tech Spot - IDC PTPP1,2.0,True,SLA Met,3
INC47423838,2025-05-06 01:49:06,2025-05-06 01:57:39,ADE - Enterprise Tech Spot - IDC RMZ,8.55,False,SLA Breach,3
INC47423522,2025-05-06 01:28:01,2025-05-06 02:16:49,ADE - Enterprise Tech Spot - IDC Building 10,48.8,False,SLA Breach,3
INC47422869,2025-05-06 00:35:18,2025-05-06 02:08:36,ADE - Enterprise Tech Spot - IDC Pardhanani,93.3,False,SLA Breach,3
INC47422495,2025-05-05 23:48:16,2025-05-06 10:17:53,ADE - Enterprise Tech Spot - IDC PTPP1,629.6166666666667,False,SLA Breach,3
INC47422443,2025-05-05 23:43:10,2025-05-06 00:13:01,ADE - Enterprise Tech Spot - IDC PTPP1,29.85,False,SLA Breach,3
INC47421822,2025-05-05 22:33:24,2025-05-06 01:20:37,ADE - Enterprise Tech Spot - IDC RMZ,167.21666666666667,False,SLA Breach,3
INC47421800,2025-05-05 22:29:56,2025-05-05 22:39:24,ADE - Enterprise Tech Spot - IDC RMZ,9.466666666666667,False,SLA Breach,3
INC47421737,2025-05-05 22:21:21,2025-05-05 22:35:13,ADE - Enterprise Tech Spot 2 - IDC PTP1 ,13.866666666666667,False,SLA Breach,3
INC47421726,2025-05-05 22:19:46,2025-05-05 22:43:41,ADE - Enterprise Tech Spot - IDC Building 11,23.916666666666668,False,SLA Breach,3
INC47419064,2025-05-05 21:28:24,2025-05-05 21:58:44,ADE - Enterprise Tech Spot 2 - IDC PTP1 ,30.333333333333332,False,SLA Breach,3
INC47418016,2025-05-05 20:19:43,2025-05-06 01:24:27,ADE - Enterprise Tech Spot - IDC Building 10,304.73333333333335,False,SLA Breach,3
INC47416294,2025-05-05 16:49:13,2025-05-05 16:49:55,AEDT - Enterprise Tech Spot - Sunnyvale,0.7,True,SLA Met,3
INC47416252,2025-05-05 16:44:39,2025-05-05 16:45:31,AEDT - Enterprise Tech Spot - Sunnyvale,0.8666666666666667,True,SLA Met,3
INC47416209,2025-05-05 16:39:55,2025-05-05 16:40:37,AEDT - Enterprise Tech Spot - Sunnyvale,0.7,True,SLA Met,3
INC47416169,2025-05-05 16:35:46,2025-05-05 16:36:09,AEDT - Enterprise Tech Spot - Sunnyvale,0.38333333333333336,True,SLA Met,3
INC47416084,2025-05-05 16:27:29,2025-05-05 16:28:31,AEDT - Enterprise Tech Spot - Sunnyvale,1.0333333333333334,True,SLA Met,3
INC47415955,2025-05-05 16:14:29,2025-05-05 16:15:12,AEDT - Enterprise Tech Spot - Sunnyvale,0.7166666666666667,True,SLA Met,3
INC47415518,2025-05-05 15:36:42,2025-05-05 15:40:43,AEDT - Enterprise Tech Spot - Sunnyvale,4.016666666666667,False,SLA Breach,3
INC47415296,2025-05-05 15:17:34,2025-05-05 15:19:21,AEDT - Enterprise Tech Spot - Sunnyvale,1.7833333333333334,True,SLA Met,3
INC47415007,2025-05-05 14:56:41,2025-05-05 14:58:26,AEDT - Enterprise Tech Spot - Homeoffice,1.75,True,SLA Met,3
INC47414850,2025-05-05 14:45:06,2025-05-05 14:47:07,AEDT - Enterprise Tech Spot - Homeoffice,2.0166666666666666,True,SLA Met,3
INC47414773,2025-05-05 14:39:31,2025-05-05 14:47:44,AEDT - Enterprise Tech Spot - Homeoffice,8.216666666666667,False,SLA Breach,3
INC47414712,2025-05-05 14:34:39,2025-05-05 14:36:22,AEDT - Enterprise Tech Spot - Seattle,1.7166666666666666,True,SLA Met,3
INC47414628,2025-05-05 14:29:07,2025-05-05 14:29:27,AEDT - Enterprise Tech Spot - Homeoffice,0.3333333333333333,True,SLA Met,3
INC47414195,2025-05-05 14:02:09,2025-05-05 14:02:53,AEDT - Enterprise Tech Spot - Sunnyvale,0.7333333333333333,True,SLA Met,3
INC47413849,2025-05-05 13:42:52,2025-05-05 13:54:25,AEDT - Enterprise Tech Spot - Sunnyvale,11.55,False,SLA Breach,3
INC47413766,2025-05-05 13:37:11,2025-05-05 13:39:10,AEDT - Enterprise Tech Spot - Sunnyvale,1.9833333333333334,True,SLA Met,3
INC47413706,2025-05-05 13:34:36,2025-05-05 14:26:19,AEDT - Enterprise Tech Spot - Homeoffice,51.71666666666667,False,SLA Breach,3
INC47413619,2025-05-05 13:28:46,2025-05-05 13:29:32,AEDT - Enterprise Tech Spot - Jst,0.7666666666666667,True,SLA Met,3
INC47413465,2025-05-05 13:19:33,2025-05-05 13:23:39,AEDT - Enterprise Tech Spot - Jst,4.1,False,SLA Breach,3
INC47413356,2025-05-05 13:12:26,2025-05-05 13:13:43,AEDT - Enterprise Tech Spot - Jst,1.2833333333333334,True,SLA Met,3
INC47413333,2025-05-05 13:11:12,2025-05-05 16:44:27,AEDT - Enterprise Tech Spot - Sunnyvale,213.25,False,SLA Breach,3
INC47413317,2025-05-05 13:10:25,2025-05-05 13:11:06,AEDT - Enterprise Tech Spot - DGTC,0.6833333333333333,True,SLA Met,3
INC47413160,2025-05-05 13:02:02,2025-05-12 13:37:07,AEDT - Enterprise Tech Spot - DGTC,10115.083333333334,False,SLA Breach,3
INC47413025,2025-05-05 12:54:45,2025-05-05 12:56:41,AEDT - Enterprise Tech Spot - DGTC,1.9333333333333333,True,SLA Met,3
INC47412740,2025-05-05 12:40:57,2025-05-05 12:41:14,AEDT - Enterprise Tech Spot - Homeoffice,0.2833333333333333,True,SLA Met,3
INC47412539,2025-05-05 12:32:19,2025-05-05 12:32:34,AEDT - Enterprise Tech Spot - Homeoffice,0.25,True,SLA Met,3
INC47412509,2025-05-05 12:30:53,2025-05-05 12:39:58,AEDT - Enterprise Tech Spot - Hula,9.083333333333334,False,SLA Breach,3
INC47412378,2025-05-05 12:24:50,2025-05-05 12:26:08,AEDT - Enterprise Tech Spot - Homeoffice,1.3,True,SLA Met,3
INC47412362,2025-05-05 12:24:20,2025-05-05 12:24:41,AEDT - Enterprise Tech Spot - Jst,0.35,True,SLA Met,3
INC47411940,2025-05-05 12:01:59,2025-05-05 12:11:22,AEDT - Enterprise Tech Spot - Homeoffice,9.383333333333333,False,SLA Breach,3
INC47411823,2025-05-05 11:55:28,2025-05-05 11:57:30,AEDT - Enterprise Tech Spot - Homeoffice,2.033333333333333,True,SLA Met,3
INC47411723,2025-05-05 11:50:16,2025-05-05 13:03:32,AEDT - Enterprise Tech Spot - Hoboken,73.26666666666667,False,SLA Breach,3
INC47411710,2025-05-05 11:49:27,2025-05-05 11:50:58,AEDT - Enterprise Tech Spot - Homeoffice,1.5166666666666666,True,SLA Met,3
INC47411646,2025-05-05 11:46:13,2025-05-05 11:46:32,AEDT - Enterprise Tech Spot - Homeoffice,0.31666666666666665,True,SLA Met,3
INC47411612,2025-05-05 11:43:51,2025-05-05 12:04:31,AEDT - Enterprise Tech Spot - Seattle,20.666666666666668,False,SLA Breach,3
INC47411493,2025-05-05 11:37:33,2025-05-05 11:53:24,AEDT - Enterprise Tech Spot - Homeoffice,15.85,False,SLA Breach,3
INC47411422,2025-05-05 11:34:16,2025-05-05 11:43:30,AEDT - Enterprise Tech Spot - Sunnyvale,9.233333333333333,False,SLA Breach,3
INC47411285,2025-05-05 11:26:14,2025-05-05 11:31:42,AEDT - Enterprise Tech Spot - Seattle,5.466666666666667,False,SLA Breach,3
INC47411256,2025-05-05 11:24:58,2025-05-05 11:27:47,AEDT - Enterprise Tech Spot - Sam's Club,2.816666666666667,True,SLA Met,3
INC47411219,2025-05-05 11:23:44,2025-05-05 11:29:13,AEDT - Enterprise Tech Spot - DGTC,5.483333333333333,False,SLA Breach,3
INC47410523,2025-05-05 10:46:43,2025-05-05 10:47:25,AEDT - Enterprise Tech Spot - Los Angeles,0.7,True,SLA Met,3
INC47410382,2025-05-05 10:39:23,2025-05-05 10:39:46,AEDT - Enterprise Tech Spot - Sunnyvale,0.38333333333333336,True,SLA Met,3
INC47410254,2025-05-05 10:32:59,2025-05-05 10:33:21,AEDT - Enterprise Tech Spot - Jst,0.36666666666666664,True,SLA Met,3
INC47410249,2025-05-05 10:32:44,2025-05-05 10:46:47,AEDT - Enterprise Tech Spot - Hula,14.05,False,SLA Breach,3
INC47409959,2025-05-05 10:18:18,2025-05-05 10:29:52,AEDT - Enterprise Tech Spot - Homeoffice,11.566666666666666,False,SLA Breach,3
INC47409953,2025-05-05 10:17:54,2025-05-05 10:18:48,AEDT - Enterprise Tech Spot - Jst,0.9,True,SLA Met,3
INC47409804,2025-05-05 10:10:36,2025-05-05 10:10:52,AEDT - Enterprise Tech Spot - Jst,0.26666666666666666,True,SLA Met,3
INC47409468,2025-05-05 09:53:39,2025-05-05 10:15:31,AEDT - Enterprise Tech Spot - Sam's Club,21.866666666666667,False,SLA Breach,3
INC47409375,2025-05-05 09:49:19,2025-05-05 09:58:22,AEDT - Enterprise Tech Spot - San Bruno,9.05,False,SLA Breach,3
INC47409208,2025-05-05 09:41:49,2025-05-05 09:43:06,AEDT - Enterprise Tech Spot - San Bruno,1.2833333333333334,True,SLA Met,3
INC47409159,2025-05-05 09:39:26,2025-05-05 09:54:12,AEDT - Enterprise Tech Spot - DGTC,14.766666666666667,False,SLA Breach,3
INC47409015,2025-05-05 09:33:30,2025-05-05 09:34:02,AEDT - Enterprise Tech Spot - Sam's Club,0.5333333333333333,True,SLA Met,3
INC47408804,2025-05-05 09:23:05,2025-05-05 09:41:23,AEDT - Enterprise Tech Spot - Hula,18.3,False,SLA Breach,3
INC47408702,2025-05-05 09:18:19,2025-05-05 09:24:59,AEDT - Enterprise Tech Spot - Hula,6.666666666666667,False,SLA Breach,3
INC47408650,2025-05-05 09:14:59,2025-05-05 09:19:03,AEDT - Enterprise Tech Spot - Jst,4.066666666666666,False,SLA Breach,3
INC47408446,2025-05-05 09:04:03,2025-05-05 09:12:24,AEDT - Enterprise Tech Spot - Homeoffice,8.35,False,SLA Breach,3
INC47408308,2025-05-05 08:57:54,2025-05-05 12:21:40,AEDT - Enterprise Tech Spot - Hoboken,203.76666666666668,False,SLA Breach,3
INC47408231,2025-05-05 08:54:33,2025-05-05 08:55:41,AEDT - Enterprise Tech Spot - Sam's Club,1.1333333333333333,True,SLA Met,3
INC47408120,2025-05-05 08:49:13,2025-05-05 08:54:37,AEDT - Enterprise Tech Spot - Hula,5.4,False,SLA Breach,3
INC47408077,2025-05-05 08:46:37,2025-05-05 08:47:43,AEDT - Enterprise Tech Spot - Sam's Club,1.1,True,SLA Met,3
INC47407664,2025-05-05 08:24:51,2025-05-05 08:25:24,AEDT - Enterprise Tech Spot - Jst,0.55,True,SLA Met,3
INC47407657,2025-05-05 08:24:28,2025-05-05 08:35:37,AEDT - Enterprise Tech Spot - Hula,11.15,False,SLA Breach,3
INC47407643,2025-05-05 08:23:52,2025-05-05 08:24:50,AEDT - Enterprise Tech Spot - Jst,0.9666666666666667,True,SLA Met,3
INC47407110,2025-05-05 07:59:21,2025-05-05 08:07:31,AEDT - Enterprise Tech Spot - Jst,8.166666666666666,False,SLA Breach,3
INC47407012,2025-05-05 07:54:45,2025-05-05 07:55:37,AEDT - Enterprise Tech Spot - Jst,0.8666666666666667,True,SLA Met,3
INC47406975,2025-05-05 07:52:58,2025-05-05 08:02:58,AEDT - Enterprise Tech Spot - Homeoffice,10.0,False,SLA Breach,3
INC47406946,2025-05-05 07:51:02,2025-05-05 13:55:53,AEDT - Enterprise Tech Spot - DGTC,364.85,False,SLA Breach,3
INC47406835,2025-05-05 07:45:25,2025-05-05 07:46:51,AEDT - Enterprise Tech Spot - Jst,1.4333333333333333,True,SLA Met,3
INC47406730,2025-05-05 07:41:25,2025-05-05 14:43:52,AEDT - Enterprise Tech Spot - Homeoffice,422.45,False,SLA Breach,3
INC47406660,2025-05-05 07:38:10,2025-05-05 07:41:49,AEDT - Enterprise Tech Spot - Hula,3.65,False,SLA Breach,3
INC47406622,2025-05-05 07:35:36,2025-05-05 07:36:07,AEDT - Enterprise Tech Spot - Jst,0.5166666666666667,True,SLA Met,3
INC47406560,2025-05-05 07:32:57,2025-05-05 07:34:47,AEDT - Enterprise Tech Spot - DGTC,1.8333333333333333,True,SLA Met,3
INC47406520,2025-05-05 07:31:04,2025-05-05 07:35:08,AEDT - Enterprise Tech Spot - DGTC,4.066666666666666,False,SLA Breach,3
INC47406447,2025-05-05 07:27:01,2025-05-05 07:28:41,AEDT - Enterprise Tech Spot - Jst,1.6666666666666667,True,SLA Met,3
INC47406361,2025-05-05 07:23:11,2025-05-05 07:23:42,AEDT - Enterprise Tech Spot - Jst,0.5166666666666667,True,SLA Met,3
INC47406356,2025-05-05 07:22:58,2025-05-05 07:23:20,AEDT - Enterprise Tech Spot - Jst,0.36666666666666664,True,SLA Met,3
INC47406215,2025-05-05 07:17:24,2025-05-05 08:14:34,AEDT - Enterprise Tech Spot - Hula,57.166666666666664,False,SLA Breach,3
INC47406193,2025-05-05 07:16:50,2025-05-05 07:17:40,AEDT - Enterprise Tech Spot - Jst,0.8333333333333334,True,SLA Met,3
INC47406131,2025-05-05 07:14:31,2025-05-05 07:14:59,AEDT - Enterprise Tech Spot - DGTC,0.4666666666666667,True,SLA Met,3
INC47406124,2025-05-05 07:14:16,2025-05-05 07:17:20,AEDT - Enterprise Tech Spot - Hoboken,3.066666666666667,False,SLA Breach,3
INC47406085,2025-05-05 07:12:30,2025-05-05 07:14:00,AEDT - Enterprise Tech Spot - Jst,1.5,True,SLA Met,3
INC47406064,2025-05-05 07:11:30,2025-05-05 07:30:42,AEDT - Enterprise Tech Spot - Homeoffice,19.2,False,SLA Breach,3
INC47406038,2025-05-05 07:09:48,2025-05-05 07:14:51,AEDT - Enterprise Tech Spot - DGTC,5.05,False,SLA Breach,3
INC47405846,2025-05-05 07:04:18,2025-05-05 07:04:43,AEDT - Enterprise Tech Spot - Homeoffice,0.4166666666666667,True,SLA Met,3
INC47405774,2025-05-05 07:00:57,2025-05-05 07:01:16,AEDT - Enterprise Tech Spot - DGTC,0.31666666666666665,True,SLA Met,3
INC47405740,2025-05-05 06:59:40,2025-05-05 07:01:46,AEDT - Enterprise Tech Spot - DGTC,2.1,True,SLA Met,3
INC47405654,2025-05-05 06:54:49,2025-05-05 06:55:06,AEDT - Enterprise Tech Spot - Homeoffice,0.2833333333333333,True,SLA Met,3
INC47405601,2025-05-05 06:51:19,2025-05-05 08:14:52,AEDT - Enterprise Tech Spot - Hula,83.55,False,SLA Breach,3
INC47405407,2025-05-05 06:38:42,2025-05-05 06:41:01,AEDT - Enterprise Tech Spot - DGTC,2.316666666666667,True,SLA Met,3
INC47405364,2025-05-05 06:36:18,2025-05-05 06:36:37,AEDT - Enterprise Tech Spot - Herndon,0.31666666666666665,True,SLA Met,3
INC47405246,2025-05-05 06:28:10,2025-05-05 06:28:32,AEDT - Enterprise Tech Spot - DGTC,0.36666666666666664,True,SLA Met,3
INC47405176,2025-05-05 06:22:30,2025-05-05 06:22:51,AEDT - Enterprise Tech Spot - Jst,0.35,True,SLA Met,3
INC47405159,2025-05-05 06:21:27,2025-05-05 06:22:56,AEDT - Enterprise Tech Spot - Homeoffice,1.4833333333333334,True,SLA Met,3
INC47405101,2025-05-05 06:17:51,2025-05-05 06:29:03,AEDT - Enterprise Tech Spot - Homeoffice,11.2,False,SLA Breach,3
INC47404967,2025-05-05 06:08:28,2025-05-07 12:26:34,AEDT - Enterprise Tech Spot - Hula,3258.1,False,SLA Breach,3
INC47404501,2025-05-05 05:33:13,2025-05-05 05:36:41,ADE - Enterprise Tech Spot - IDC Pardhanani,3.466666666666667,False,SLA Breach,3
INC47404069,2025-05-05 04:47:42,2025-05-05 04:49:54,ADE - Enterprise Tech Spot - IDC Building 10,2.2,True,SLA Met,3
INC47403792,2025-05-05 04:11:01,2025-05-05 04:18:29,ADE - Enterprise Tech Spot - IDC Building 10,7.466666666666667,False,SLA Breach,3
INC47403776,2025-05-05 04:09:21,2025-05-05 04:40:44,ADE - Enterprise Tech Spot - IDC Building 10,31.383333333333333,False,SLA Breach,3
INC47403750,2025-05-05 04:05:31,2025-05-05 04:42:54,ADE - Enterprise Tech Spot - IDC Building 10,37.38333333333333,False,SLA Breach,3
INC47403233,2025-05-05 02:34:57,2025-05-05 02:51:53,ADE - Enterprise Tech Spot - IDC Building 11,16.933333333333334,False,SLA Breach,3
INC47403064,2025-05-05 02:06:46,2025-05-05 02:34:46,ADE - Enterprise Tech Spot - IDC RMZ,28.0,False,SLA Breach,3
INC47402657,2025-05-05 01:02:03,2025-05-05 04:30:27,ADE - Enterprise Tech Spot - IDC Building 10,208.4,False,SLA Breach,3
INC47402564,2025-05-05 00:45:15,2025-05-05 02:12:08,ADE - Enterprise Tech Spot - IDC RMZ,86.88333333333334,False,SLA Breach,3
INC47402267,2025-05-04 23:56:58,2025-05-04 23:59:36,ADE - Enterprise Tech Spot - IDC RMZ,2.6333333333333333,True,SLA Met,3
INC47402266,2025-05-04 23:56:56,2025-05-05 00:38:21,ADE - Enterprise Tech Spot 2 - IDC PTP1 ,41.416666666666664,False,SLA Breach,3
INC47402248,2025-05-04 23:52:44,2025-05-05 00:28:12,ADE - Enterprise Tech Spot - IDC Building 11,35.46666666666667,False,SLA Breach,3
INC47402224,2025-05-04 23:49:28,2025-05-05 03:31:06,ADE - Enterprise Tech Spot - IDC Building 10,221.63333333333333,False,SLA Breach,3
INC47402197,2025-05-04 23:44:49,2025-05-05 03:00:03,ADE - Enterprise Tech Spot - IDC Building 10,195.23333333333332,False,SLA Breach,3
INC47401968,2025-05-04 23:09:59,2025-05-04 23:44:31,ADE - Enterprise Tech Spot 2 - IDC PTP1 ,34.53333333333333,False,SLA Breach,3
INC47401919,2025-05-04 23:02:47,2025-05-04 23:11:29,ADE - Enterprise Tech Spot 2 - IDC PTP1 ,8.7,False,SLA Breach,3
INC47401899,2025-05-04 22:59:49,2025-06-17 02:28:48,ADE - Enterprise Tech Spot - IDC RMZ,62128.98333333333,False,SLA Breach,3
INC47401762,2025-05-04 22:43:13,2025-05-05 01:17:54,ADE - Enterprise Tech Spot - IDC PTPP1,154.68333333333334,False,SLA Breach,3
INC47401749,2025-05-04 22:41:19,2025-05-04 22:44:27,ADE - Enterprise Tech Spot - IDC Pardhanani,3.1333333333333333,False,SLA Breach,3
INC47401719,2025-05-04 22:37:51,2025-05-04 23:18:45,ADE - Enterprise Tech Spot - IDC PTPP1,40.9,False,SLA Breach,3
INC47401605,2025-05-04 22:15:33,2025-05-04 22:16:08,ADE - Enterprise Tech Spot - IDC Pardhanani,0.5833333333333334,True,SLA Met,3
INC47401468,2025-05-04 22:02:09,2025-05-04 22:30:51,ADE - Enterprise Tech Spot 2 - IDC PTP1 ,28.7,False,SLA Breach,3
INC47401445,2025-05-04 21:58:24,2025-05-04 22:06:41,ADE - Enterprise Tech Spot 2 - IDC PTP1 ,8.283333333333333,False,SLA Breach,3
INC47401442,2025-05-04 21:57:25,2025-05-04 22:16:09,ADE - Enterprise Tech Spot - IDC Building 11,18.733333333333334,False,SLA Breach,3
INC47401411,2025-05-04 21:53:02,2025-05-04 22:03:39,ADE - Enterprise Tech Spot - IDC Pardhanani,10.616666666666667,False,SLA Breach,3
INC47401252,2025-05-04 21:26:52,2025-05-05 00:41:40,ADE - Enterprise Tech Spot 2 - IDC PTP1 ,194.8,False,SLA Breach,3
INC47401042,2025-05-04 20:57:54,2025-05-04 20:59:28,ADE - Enterprise Tech Spot - IDC RMZ,1.5666666666666667,True,SLA Met,3
INC47400749,2025-05-04 20:17:21,2025-05-04 23:59:02,ADE - Enterprise Tech Spot - IDC PTPP1,221.68333333333334,False,SLA Breach,3
INC47385452,2025-05-03 12:09:31,2025-05-03 12:20:21,AEDT - Enterprise Tech Spot - Sam's Club,10.833333333333334,False,SLA Breach,3
INC47385151,2025-05-03 11:47:24,2025-05-03 11:47:51,AEDT - Enterprise Tech Spot - Sam's Club,0.45,True,SLA Met,3
INC47375687,2025-05-02 16:40:53,2025-05-02 16:41:30,AEDT - Enterprise Tech Spot - Sunnyvale,0.6166666666666667,True,SLA Met,3
INC47375622,2025-05-02 16:34:07,2025-05-02 16:35:00,AEDT - Enterprise Tech Spot - Los Angeles,0.8833333333333333,True,SLA Met,3
INC47374988,2025-05-02 15:44:56,2025-05-02 15:45:34,AEDT - Enterprise Tech Spot - San Bruno,0.6333333333333333,True,SLA Met,3
INC47374958,2025-05-02 15:43:05,2025-05-02 15:44:16,AEDT - Enterprise Tech Spot - Sunnyvale,1.1833333333333333,True,SLA Met,3
INC47373876,2025-05-02 14:26:16,2025-05-02 14:26:53,AEDT - Enterprise Tech Spot - Sunnyvale,0.6166666666666667,True,SLA Met,3
INC47373485,2025-05-02 14:03:18,2025-05-02 14:03:42,AEDT - Enterprise Tech Spot - Hoboken,0.4,True,SLA Met,3
INC47373355,2025-05-02 13:56:39,2025-05-02 13:57:05,AEDT - Enterprise Tech Spot - Hoboken,0.43333333333333335,True,SLA Met,3
INC47373307,2025-05-02 13:52:48,2025-05-02 13:53:26,AEDT - Enterprise Tech Spot - Hoboken,0.6333333333333333,True,SLA Met,3
INC47373208,2025-05-02 13:46:47,2025-05-02 13:47:21,AEDT - Enterprise Tech Spot - Hoboken,0.5666666666666667,True,SLA Met,3
INC47373160,2025-05-02 13:43:06,2025-05-02 13:43:33,AEDT - Enterprise Tech Spot - Hoboken,0.45,True,SLA Met,3
INC47373059,2025-05-02 13:36:35,2025-05-02 13:37:00,AEDT - Enterprise Tech Spot - Jst,0.4166666666666667,True,SLA Met,3
INC47372771,2025-05-02 13:19:18,2025-05-02 13:20:13,AEDT - Enterprise Tech Spot - Sunnyvale,0.9166666666666666,True,SLA Met,3
INC47372765,2025-05-02 13:18:42,2025-05-02 13:21:01,AEDT - Enterprise Tech Spot - Jst,2.316666666666667,True,SLA Met,3
INC47372721,2025-05-02 13:15:18,2025-05-02 13:16:42,AEDT - Enterprise Tech Spot - Sunnyvale,1.4,True,SLA Met,3
INC47372616,2025-05-02 13:08:52,2025-05-02 13:09:59,AEDT - Enterprise Tech Spot - Jst,1.1166666666666667,True,SLA Met,3
INC47372421,2025-05-02 12:57:21,2025-05-02 12:57:59,AEDT - Enterprise Tech Spot - DGTC,0.6333333333333333,True,SLA Met,3
INC47372420,2025-05-02 12:57:14,2025-05-02 12:57:37,AEDT - Enterprise Tech Spot - Homeoffice,0.38333333333333336,True,SLA Met,3
INC47372392,2025-05-02 12:55:29,2025-05-02 12:56:36,AEDT - Enterprise Tech Spot - Sam's Club,1.1166666666666667,True,SLA Met,3
INC47371846,2025-05-02 12:23:43,2025-05-02 12:25:02,AEDT - Enterprise Tech Spot - Homeoffice,1.3166666666666667,True,SLA Met,3
INC47371714,2025-05-02 12:15:56,2025-05-02 12:16:15,AEDT - Enterprise Tech Spot - Homeoffice,0.31666666666666665,True,SLA Met,3
INC47371652,2025-05-02 12:11:57,2025-05-02 12:16:25,AEDT - Enterprise Tech Spot - DGTC,4.466666666666667,False,SLA Breach,3
